"b'Donald J. Trump is a stupid, callous, lying, impulsive, malicious, lazy, rude, vain, hypocritical, racist, sexist,\xe2\x80\xa6'",14507,0.2969495633335248,0.703050436666474
b'Big headline today is Donald Trump is going to try to cut his own taxes by a huge amount.',20667,0.3925793446474804,0.6074206553525203
"b'If Donald Trump responds to Rihanna in any type of negative way, I genuinely think it will be the beginning of the\xe2\x80\xa6'",13826,0.6266877785858767,0.37331222141412157
b'NYT: Donald Trump Jr. ditched his Secret Service detail just before a moose-hunting trip in Canada.',905,0.365310029291165,0.6346899707088361
b'President Donald J. Trump Puts Americans First in Tax Relief:',3463,0.5457694704322321,0.4542305295677688
"b""I still can't believe Donald trump is our president""",2785,0.5312182995162748,0.4687817004837251
"b'Michelle is not playing, you guys.'",13348,0.5139107583195754,0.4860892416804252
"b'., America is NOT the highest taxed country. In fact, we have a low rate among developed countries:'",962,0.970803467919536,0.029196532080464986
"b'Interesting note: ""Sources said the lack of access has also hindered the Congressional inquiry into President Donal\xe2\x80\xa6'",809,0.4912412399259861,0.5087587600740131
"b""Donald Trump and Kris Kobach have teamed up to sanction voter suppression. We're launching a campaign to fight back\xe2\x80\xa6""",2352,0.3605894537257077,0.6394105462742934
"b'Trump refuses to send more aid to Puerto Rico, citing business interests'",323,0.9652132820823246,0.0347867179176743
"b""Trump's 'small business' tax cut would do nothing for really small businesses; would be a windfall for Donald Trump.""",404,0.3318346622554646,0.6681653377445371
"b""Donald Trump's tax plan would deliver the largest benefits to the wealthiest Americans""",321,0.5831232178986291,0.41687678210136936
b'What really happened when Donald Trump Jr. ditched his security detail',358,0.3156779551823261,0.6843220448176716
b'*2017 horror movie plot* donald trump having characters on twitter',2154,0.058808296359083474,0.9411917036409161
"b""Donald Trump doesn't care about brown people \xe2\x80\x94 *Kanye voice*""",2873,0.4540992864425493,0.5459007135574503
"b""It's time to get trending. This is an outrage- and it is symbolic of Donald Trump's total disregard for P\xe2\x80\xa6""",3990,0.3814714524350893,0.61852854756491
"b'Donald Trump Cuts Obama\xe2\x80\x99s Refugee Target in Half, Takes in More Christians Than Muslims'",1462,0.9338005254820945,0.06619947451790711
"b""In all five of our cases, Donald Trump is on the opposite side. In three, he's broken from decades of precedent.""",748,0.34569600199874445,0.654303998001254
b'AP reporting that fake news writer Paul Horner was found dead in his home this morning. WaPo interviewed him in Nov.',384,0.6861781037819566,0.31382189621803896
"b""Paul Ryan's spending millions to give Donald Trump a tax cut. Help us hit our End of Quarter goal to give one to you""",633,0.1921692193782167,0.8078307806217857
"b""Racism is Donald Trump's top foreign policy platform, if you really think about it. His most aggressive policies are against brown nations.""",712,0.9783125346660162,0.02168746533398149
"b""A Trump impeachment vote could happen next week in response to Trump's NFL protest comments""",1001,0.0053565270812373925,0.9946434729187634
b'Trump infuriated after backing Alabama loser - CNNPolitics',910,0.7637049067286058,0.23629509327139359
"b'He went to bed ""embarrassed and pissed"": President Trump infuriated after backing Alabama special election loser\xe2\x80\xa6'",1096,0.7440767488416069,0.2559232511583905
b'Donald Trump is a racist Donald Trump is a racist Donald Trump is a racist Donald Trump is a racist Donald Trum\xe2\x80\xa6',555,0.4843750000000005,0.515624999999999
"b""Trump's attempt at using Usain Bolt to slam NFL players spectacularly backfires""",447,0.07302160781247648,0.9269783921875228
"b""Trump 'not happy about' Price's taayer-funded private jet use - CNNPolitics""",472,0.6026041327982011,0.3973958672018
b'does what she wants.',884,0.5492764113153048,0.45072358868469536
b'Renowned psychiatrist Robert Lifton tells Bill Moyers: \xe2\x80\x9cTrump is the most dangerous man in the world.\xe2\x80\x9d',383,0.6172317091997326,0.3827682908002674
"b""(THREAD) This is a thread about Donald Trump. If what it says conforms with how you feel, I hope you'll consider sh\xe2\x80\xa6""",53043,0.22389035970877452,0.7761096402912269
b'Ellen isn\xe2\x80\x99t here for Donald Trump\xe2\x80\x99s mess',102175,0.20921664831319275,0.7907833516868081
"b'My latest: ""Stirring the racial divide instead of reporting real news: Trump-hating media ignore church shooting""'",693,0.8974606697195945,0.10253933028040597
b'If Donald Trump was a real business man he would fight Kim Jong Un on pay-per-view...',132895,0.23478541151696572,0.7652145884830321
b'Happy Birthday Prime Minister Shinz\xc5\x8d Abe - on behalf of President Donald J. Trump &amp; the American people! \xe2\x80\xa6',30710,0.8954899281535985,0.10451007184640144
b'Dear Melania: Your husband is Donald Trump.',25421,0.35296761695706513,0.6470323830429338
